person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Income_Category,Credit_Burden_Percent
24,42000,MORTGAGE,3.0,MEDICAL,A,8500,7.51,0,0.2,N,4,Medium,20.24
23,34000,RENT,4.0,VENTURE,A,5000,7.88,0,0.15,N,4,Medium,14.71
21,42000,MORTGAGE,6.0,EDUCATION,A,3500,7.51,0,0.08,N,2,Medium,8.33
22,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.15,N,4,Medium,14.71
25,34400,RENT,9.0,VENTURE,C,5000,13.49,0,0.15,N,4,Medium,14.53
23,34800,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.14,N,2,Medium,14.37
23,42000,MORTGAGE,7.0,EDUCATION,D,10000,14.59,0,0.24,Y,2,Medium,23.81
24,34900,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,3,Medium,14.33
24,35000,RENT,4.0,MEDICAL,B,5000,11.71,0,0.14,N,3,Medium,14.29
25,35000,RENT,0.0,MEDICAL,B,5000,11.71,0,0.14,N,2,Medium,14.29
21,35000,RENT,5.0,MEDICAL,B,5000,10.65,0,0.14,N,3,Medium,14.29
22,35000,RENT,2.0,MEDICAL,B,5000,11.71,0,0.14,N,2,Medium,14.29
23,35000,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2,Medium,14.29
26,29000,RENT,6.0,MEDICAL,C,5000,12.99,1,0.17,Y,2,Low,17.24
23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0,0.12,N,4,Medium,12.38
25,35000,RENT,3.0,MEDICAL,B,5000,10.36,0,0.14,N,3,Medium,14.29
22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3,Medium,14.29
24,35000,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,4,Medium,14.29
22,35000,RENT,4.0,PERSONAL,C,5000,13.23,0,0.14,N,2,Medium,14.29
25,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,N,3,Medium,16.67
25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,N,4,Medium,38.19
26,42000,MORTGAGE,0.0,VENTURE,B,4500,11.48,0,0.11,N,3,Medium,10.71
25,29000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,1,0.17,Y,3,Low,17.24
22,42000,MORTGAGE,6.0,MEDICAL,A,5000,8.94,0,0.12,N,2,Medium,11.9
24,29004,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3,Low,17.24
23,35004,RENT,4.0,MEDICAL,C,5000,14.72,0,0.14,Y,3,Medium,14.28
25,42000,MORTGAGE,2.0,PERSONAL,A,6000,8.94,0,0.14,N,2,Medium,14.29
24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,2,Medium,16.67
25,35004,RENT,3.0,PERSONAL,A,5000,8.94,0,0.14,N,2,Medium,14.28
23,35520,RENT,3.0,EDUCATION,C,5000,13.57,0,0.14,N,3,Medium,14.08
26,35880,RENT,2.0,VENTURE,A,5000,7.68,0,0.14,N,4,Medium,13.94
22,30000,RENT,3.0,MEDICAL,D,5000,18.25,1,0.17,N,2,Low,16.67
21,42000,OTHER,5.0,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4,Medium,28.57
23,36000,RENT,1.0,EDUCATION,C,5000,14.79,0,0.14,N,2,Medium,13.89
21,36000,RENT,3.0,EDUCATION,C,5000,12.99,0,0.14,N,4,Medium,13.89
23,30000,RENT,7.0,PERSONAL,C,5000,14.17,1,0.17,Y,3,Low,16.67
26,36000,RENT,4.0,VENTURE,B,5000,10.37,0,0.14,N,4,Medium,13.89
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,3,Medium,13.69
22,30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,N,4,Low,16.67
22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2,Low,16.67
26,42000,MORTGAGE,4.0,MEDICAL,B,15000,11.26,0,0.36,N,4,Medium,35.71
23,42000,OWN,7.0,PERSONAL,B,4400,11.89,0,0.1,N,4,Medium,10.48
22,30000,RENT,4.0,VENTURE,D,5000,15.21,1,0.17,Y,3,Low,16.67
24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4,Low,16.67
23,36000,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4,Medium,13.89
23,36100,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4,Medium,13.85
25,42000,OWN,9.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2,Medium,19.05
26,36225,RENT,2.0,VENTURE,C,5000,12.84,0,0.14,N,4,Medium,13.8
24,36396,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,N,3,Medium,13.74
26,36400,RENT,3.0,MEDICAL,A,5000,8.9,0,0.14,N,4,Medium,13.74
25,36480,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2,Medium,13.71
22,36996,RENT,3.0,VENTURE,B,5000,9.99,0,0.14,N,3,Medium,13.51
23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0,0.13,N,4,Medium,12.86
24,42000,OWN,1.0,VENTURE,B,7500,10.51,0,0.18,N,3,Medium,17.86
22,36996,RENT,0.0,MEDICAL,A,5000,5.42,0,0.14,N,2,Medium,13.51
24,42000,MORTGAGE,2.0,PERSONAL,C,2000,11.28,0,0.05,N,2,Medium,4.76
22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4,Medium,13.51
26,36000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3,Medium,13.89
22,37500,RENT,4.0,PERSONAL,C,5000,11.03,0,0.13,Y,3,Medium,13.33
26,42000,MORTGAGE,11.0,EDUCATION,D,15075,12.92,0,0.36,N,2,Medium,35.89
23,42048,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3,Medium,20.21
24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4,Medium,13.16
22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3,Medium,13.16
23,42179,MORTGAGE,1.0,EDUCATION,A,10000,5.42,0,0.24,N,4,Medium,23.71
23,38000,RENT,0.0,MEDICAL,B,5000,11.58,0,0.13,N,3,Medium,13.16
25,32000,RENT,1.0,EDUCATION,D,5000,15.37,1,0.16,Y,3,Medium,15.62
23,32000,RENT,2.0,VENTURE,E,5000,13.93,1,0.16,N,4,Medium,15.62
23,38004,RENT,5.0,VENTURE,A,5000,6.91,0,0.13,N,2,Medium,13.16
25,42240,OWN,10.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4,Medium,18.94
23,42240,MORTGAGE,3.0,EDUCATION,C,5500,12.73,0,0.13,N,3,Medium,13.02
24,42252,MORTGAGE,3.0,PERSONAL,C,8000,12.84,0,0.19,N,2,Medium,18.93
26,32352,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4,Medium,15.45
21,38400,RENT,5.0,PERSONAL,B,5000,10.59,0,0.13,N,4,Medium,13.02
24,38400,RENT,3.0,MEDICAL,B,5000,10.99,0,0.13,N,2,Medium,13.02
24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3,Medium,13.02
23,39000,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3,Medium,12.82
22,39000,RENT,4.0,MEDICAL,A,5000,6.99,0,0.13,N,2,Medium,12.82
25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4,Medium,12.82
24,33000,RENT,1.0,MEDICAL,F,5000,21.36,1,0.15,N,2,Medium,15.15
24,42500,MORTGAGE,5.0,PERSONAL,A,4800,7.51,0,0.11,N,2,Medium,11.29
23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3,Medium,17.65
25,42500,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.05,N,3,Medium,4.71
24,42500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,N,2,Medium,23.53
26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0,0.13,N,3,Medium,12.65
24,39862,RENT,8.0,MEDICAL,C,5000,14.22,0,0.13,N,4,Medium,12.54
25,39996,RENT,3.0,MEDICAL,A,5000,6.92,0,0.13,N,3,Medium,12.5
25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,N,2,Medium,12.5
21,33996,RENT,3.0,PERSONAL,B,5000,9.25,1,0.15,N,3,Medium,14.71
23,33996,RENT,0.0,PERSONAL,D,5000,14.84,1,0.15,Y,2,Medium,14.71
24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2,Medium,14.71
25,39996,RENT,0.0,VENTURE,C,5000,12.87,0,0.13,Y,2,Medium,12.5
25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4,Medium,12.5
23,39996,RENT,6.0,PERSONAL,B,5000,10.2,0,0.13,N,2,Medium,12.5
24,33996,RENT,2.0,VENTURE,D,5000,12.92,1,0.15,N,4,Medium,14.71
21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,0,0.16,Y,2,Medium,16.47
23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0,0.13,N,4,Medium,12.5
26,40000,RENT,11.0,EDUCATION,B,5000,9.91,0,0.13,N,3,Medium,12.5
24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,Medium,12.5
25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2,Medium,23.53
21,40000,RENT,4.0,VENTURE,A,5000,5.79,0,0.13,N,2,Medium,12.5
21,36588,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,Medium,2.73
24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0,0.13,N,3,Medium,12.5
21,40000,RENT,3.0,VENTURE,B,5000,9.25,0,0.13,N,4,Medium,12.5
24,34000,RENT,2.0,EDUCATION,C,5000,12.23,1,0.15,N,2,Medium,14.71
25,42642,OWN,8.0,EDUCATION,F,10000,15.76,0,0.23,Y,3,Medium,23.45
23,42806,MORTGAGE,7.0,EDUCATION,A,1000,7.51,0,0.02,N,2,Medium,2.34
22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3,Medium,14.71
25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.13,N,4,Medium,12.5
26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0,0.13,Y,3,Medium,12.5
21,34000,RENT,2.0,PERSONAL,D,5000,14.59,1,0.15,N,4,Medium,14.71
26,40000,RENT,1.0,MEDICAL,C,5000,14.26,0,0.13,Y,2,Medium,12.5
22,42900,OWN,7.0,EDUCATION,B,2000,10.74,0,0.05,N,4,Medium,4.66
23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3,Medium,2.33
26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,N,3,Medium,12.5
22,40000,RENT,6.0,MEDICAL,A,5000,7.43,0,0.13,N,4,Medium,12.5
25,42996,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,N,4,Medium,27.91
22,34500,RENT,2.0,MEDICAL,D,5000,16.89,1,0.14,N,3,Medium,14.49
25,34800,RENT,2.0,PERSONAL,D,5000,16.02,1,0.14,Y,3,Medium,14.37
22,34800,RENT,0.0,MEDICAL,D,5000,15.21,1,0.14,Y,2,Medium,14.37
23,40992,RENT,7.0,EDUCATION,B,5000,10.99,0,0.12,N,2,Medium,12.2
22,35000,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,N,4,Medium,14.29
25,41000,RENT,9.0,MEDICAL,B,5000,11.71,0,0.12,N,2,Medium,12.2
25,42996,OWN,1.0,VENTURE,D,7200,14.11,0,0.17,N,4,Medium,16.75
21,35000,RENT,6.0,PERSONAL,C,5000,14.79,1,0.14,N,2,Medium,14.29
23,41000,RENT,2.0,EDUCATION,A,5000,7.51,0,0.12,N,2,Medium,12.2
25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.14,N,3,Medium,14.17
22,42000,RENT,0.0,EDUCATION,A,5000,8.9,0,0.12,N,4,Medium,11.9
24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9500,6.62,0,0.22,N,2,Medium,22.09
24,42000,RENT,7.0,VENTURE,B,5000,10.99,0,0.12,N,4,Medium,11.9
26,42000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,N,4,Medium,11.9
22,36000,RENT,1.0,EDUCATION,C,5000,12.68,1,0.14,N,4,Medium,13.89
21,43000,MORTGAGE,5.0,PERSONAL,A,7000,6.62,0,0.16,N,4,Medium,16.28
22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,Y,2,Medium,15.35
22,43000,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0,0.21,N,4,Medium,20.93
24,42000,RENT,8.0,MEDICAL,A,5000,5.42,0,0.12,N,2,Medium,11.9
22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2,Medium,53.02
24,43000,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0,0.14,N,3,Medium,13.95
22,36000,RENT,5.0,MEDICAL,D,5000,16.32,1,0.14,N,4,Medium,13.89
24,43000,MORTGAGE,7.0,MEDICAL,C,6000,13.49,0,0.14,Y,3,Medium,13.95
26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2,Medium,34.88
25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3,Medium,11.9
24,36000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,1,0.14,N,2,Medium,13.89
22,42000,RENT,2.0,MEDICAL,C,5000,12.87,0,0.12,N,4,Medium,11.9
24,43000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,0,0.06,Y,4,Medium,5.81
23,36000,RENT,0.0,VENTURE,C,5000,13.22,1,0.14,N,4,Medium,13.89
23,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,10.59,0,0.17,N,3,Medium,16.74
21,42000,RENT,5.0,EDUCATION,A,5000,9.32,0,0.12,N,4,Medium,11.9
26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3,Medium,20.47
26,42000,RENT,2.0,VENTURE,C,5000,11.91,0,0.12,Y,4,Medium,11.9
23,43000,MORTGAGE,3.0,VENTURE,D,3600,15.62,0,0.08,N,3,Medium,8.37
22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3,Medium,8.14
24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,1,0.14,Y,3,Medium,13.85
25,42288,RENT,2.0,EDUCATION,B,5000,10.99,0,0.12,N,2,Medium,11.82
22,42500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.12,N,4,Medium,11.76
22,42500,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.98,0,0.12,Y,4,Medium,11.76
24,42996,RENT,5.0,MEDICAL,A,5000,7.14,0,0.12,N,4,Medium,11.63
25,42996,RENT,6.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.12,N,2,Medium,11.63
22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0,0.15,N,3,Medium,15.47
25,43000,RENT,6.0,PERSONAL,A,5000,7.51,0,0.12,N,3,Medium,11.63
24,37000,RENT,3.0,MEDICAL,E,5000,16.45,1,0.14,N,3,Medium,13.51
22,43000,OWN,6.0,EDUCATION,A,7750,7.66,0,0.18,N,2,Medium,18.02
22,43200,RENT,6.0,EDUCATION,B,5000,12.69,0,0.12,N,2,Medium,11.57
24,43000,MORTGAGE,1.0,MEDICAL,A,7000,6.92,0,0.16,N,3,Medium,16.28
24,43200,RENT,3.0,EDUCATION,C,5000,14.17,0,0.12,Y,4,Medium,11.57
23,43200,RENT,7.0,MEDICAL,C,5000,12.87,0,0.12,Y,3,Medium,11.57
26,43680,RENT,5.0,MEDICAL,B,5000,10.65,0,0.11,N,4,Medium,11.45
22,37900,RENT,2.0,MEDICAL,B,5000,12.18,1,0.13,N,2,Medium,13.19
22,43000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.09,N,4,Medium,9.3
26,44000,RENT,4.0,MEDICAL,A,5000,8.9,0,0.11,N,3,Medium,11.36
22,44004,RENT,2.0,EDUCATION,A,5000,8.9,0,0.11,N,3,Medium,11.36
24,38500,RENT,0.0,MEDICAL,D,5000,14.84,1,0.13,N,2,Medium,12.99
22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0,0.12,N,2,Medium,11.63
24,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6250,7.14,1,0.17,N,4,Medium,16.89
22,45000,RENT,3.0,VENTURE,B,5000,12.42,0,0.11,N,2,Medium,11.11
22,45000,RENT,3.0,MEDICAL,B,5000,9.91,0,0.11,N,3,Medium,11.11
25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3,Medium,23.26
25,43000,OWN,5.0,VENTURE,A,8000,7.14,0,0.19,N,4,Medium,18.6
22,43000,MORTGAGE,5.0,MEDICAL,B,7000,10.62,0,0.16,N,4,Medium,16.28
24,43000,MORTGAGE,3.0,PERSONAL,A,11500,7.88,0,0.27,N,2,Medium,26.74
24,43000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,9250,13.11,0,0.22,N,2,Medium,21.51
24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,1,0.13,Y,3,Medium,12.82
25,45000,RENT,0.0,PERSONAL,B,5000,10.74,0,0.11,N,4,Medium,11.11
22,45000,RENT,3.0,PERSONAL,B,5000,11.11,0,0.11,N,3,Medium,11.11
23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0,0.23,N,2,Medium,22.79
22,39000,RENT,2.0,MEDICAL,C,5000,12.23,1,0.13,Y,3,Medium,12.82
24,45000,RENT,0.0,MEDICAL,A,5000,7.88,0,0.11,N,3,Medium,11.11
22,45000,RENT,6.0,EDUCATION,B,5000,11.36,0,0.11,N,4,Medium,11.11
22,43000,OWN,7.0,PERSONAL,A,6000,7.74,0,0.14,N,4,Medium,13.95
23,45000,RENT,3.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.11,N,4,Medium,11.11
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,1,0.13,Y,4,Medium,12.82
24,45000,RENT,0.0,MEDICAL,C,5000,13.79,0,0.11,Y,2,Medium,11.11
25,45000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.11,N,3,Medium,11.11
23,45000,RENT,0.0,EDUCATION,A,5000,7.75,0,0.11,N,3,Medium,11.11
23,39600,RENT,4.0,MEDICAL,D,5000,14.84,1,0.13,Y,2,Medium,12.63
23,45600,RENT,4.0,VENTURE,C,5000,14.22,0,0.11,N,4,Medium,10.96
23,45984,RENT,7.0,VENTURE,A,5000,7.14,0,0.11,N,4,Medium,10.87
24,39996,RENT,0.0,VENTURE,D,5000,14.11,1,0.13,Y,3,Medium,12.5
26,40000,RENT,0.0,PERSONAL,D,5000,15.99,1,0.13,Y,2,Medium,12.5
22,46000,RENT,4.0,EDUCATION,A,5000,7.88,0,0.11,N,2,Medium,10.87
23,43000,MORTGAGE,1.0,PERSONAL,A,9000,9.63,0,0.21,N,2,Medium,20.93
24,37000,MORTGAGE,0.0,MEDICAL,C,8500,12.53,1,0.23,Y,2,Medium,22.97
22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0,0.2,Y,4,Medium,19.77
22,46500,RENT,4.0,VENTURE,B,5000,10.37,0,0.11,N,4,Medium,10.75
25,46800,RENT,9.0,MEDICAL,A,5000,6.76,0,0.11,N,3,Medium,10.68
21,46800,RENT,2.0,PERSONAL,A,5000,9.32,0,0.11,N,3,Medium,10.68
21,43008,MORTGAGE,0.0,VENTURE,D,11200,15.31,0,0.26,N,3,Medium,26.04
24,46809,RENT,4.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.11,N,4,Medium,10.68
25,47000,RENT,0.0,MEDICAL,B,5000,12.42,0,0.11,N,4,Medium,10.64
23,47000,RENT,0.0,VENTURE,A,5000,8.9,0,0.11,N,2,Medium,10.64
23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0,0.11,N,3,Medium,10.64
26,47000,RENT,1.0,EDUCATION,A,5000,7.14,0,0.11,N,4,Medium,10.64
26,43200,OWN,1.0,EDUCATION,C,17000,13.49,0,0.39,Y,2,Medium,39.35
22,43200,MORTGAGE,1.0,PERSONAL,D,8400,16.77,0,0.19,N,4,Medium,19.44
23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0,0.23,N,3,Medium,23.15
23,47184,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.11,N,2,Medium,10.6
23,47233,RENT,7.0,MEDICAL,B,5000,11.36,0,0.11,N,3,Medium,10.59
24,43200,MORTGAGE,4.0,VENTURE,A,6350,7.49,0,0.15,N,4,Medium,14.7
25,41496,RENT,7.0,EDUCATION,B,5000,10.83,1,0.12,N,3,Medium,12.05
25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,0,0.08,Y,2,Medium,8.33
26,43200,MORTGAGE,11.0,VENTURE,C,6000,12.87,0,0.14,N,3,Medium,13.89
26,42000,RENT,3.0,PERSONAL,C,5000,13.99,1,0.12,N,3,Medium,11.9
22,48000,RENT,7.0,VENTURE,A,5000,6.99,0,0.1,N,2,Medium,10.42
23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,1,0.19,N,2,Medium,18.82
23,37200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,7.66,1,0.11,N,2,Medium,10.75
23,48000,RENT,5.0,DEBTCONSOLIDATION,B,5000,9.25,0,0.1,N,2,Medium,10.42
24,48000,RENT,8.0,DEBTCONSOLIDATION,B,5000,9.99,0,0.1,N,4,Medium,10.42
23,48000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.1,N,4,Medium,10.42
22,48000,RENT,7.0,PERSONAL,B,5000,11.12,0,0.1,N,2,Medium,10.42
24,48000,RENT,6.0,EDUCATION,C,5000,13.11,0,0.1,Y,4,Medium,10.42
21,37200,MORTGAGE,3.0,MEDICAL,A,16800,6.17,1,0.45,N,2,Medium,45.16
22,43200,MORTGAGE,7.0,PERSONAL,A,11000,5.42,0,0.25,N,2,Medium,25.46
23,43200,OWN,6.0,VENTURE,E,13000,15.95,0,0.3,N,2,Medium,30.09
23,43200,OWN,6.0,EDUCATION,C,2000,14.35,0,0.05,N,4,Medium,4.63
24,37200,MORTGAGE,2.0,MEDICAL,A,8000,7.88,1,0.22,N,4,Medium,21.51
24,48000,RENT,3.0,EDUCATION,B,5000,11.89,0,0.1,N,2,Medium,10.42
22,43200,MORTGAGE,6.0,VENTURE,A,6000,7.51,0,0.14,N,3,Medium,13.89
26,37200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,16000,13.11,1,0.43,N,2,Medium,43.01
22,48000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.1,N,4,Medium,10.42
25,48000,RENT,3.0,PERSONAL,A,5000,9.63,0,0.1,N,3,Medium,10.42
23,48000,RENT,7.0,VENTURE,B,5000,8.7,0,0.1,N,3,Medium,10.42
22,48048,RENT,2.0,MEDICAL,B,5000,11.36,0,0.1,N,4,Medium,10.41
26,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500,9.88,0,0.06,N,4,Medium,5.79
24,48200,RENT,3.0,MEDICAL,B,5000,10.38,0,0.1,N,2,Medium,10.37
24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,0,0.23,Y,4,Medium,23.15
25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2,Medium,31.94
22,43200,OWN,6.0,PERSONAL,A,10000,9.63,0,0.23,N,3,Medium,23.15
22,43200,OWN,6.0,EDUCATION,A,6000,7.68,0,0.14,N,3,Medium,13.89
26,48996,RENT,5.0,EDUCATION,A,5000,7.88,0,0.1,N,3,Medium,10.2
24,48996,RENT,5.0,MEDICAL,C,5000,13.79,0,0.1,Y,4,Medium,10.2
23,43236,OWN,1.0,VENTURE,C,18000,12.87,0,0.42,N,2,Medium,41.63
24,49000,RENT,4.0,MEDICAL,B,5000,10.65,0,0.1,N,3,Medium,10.2
22,49000,RENT,6.0,VENTURE,B,5000,11.86,0,0.1,N,2,Medium,10.2
24,49296,RENT,8.0,EDUCATION,A,5000,7.88,0,0.1,N,4,Medium,10.14
22,49560,RENT,5.0,EDUCATION,B,5000,10.36,0,0.1,N,4,Medium,10.09
24,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,10.62,0,0.55,N,2,Medium,55.43
23,44000,RENT,6.0,HOMEIMPROVEMENT,D,5000,16.77,1,0.11,N,2,Medium,11.36
22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.1,N,3,Medium,10.0
24,44000,RENT,2.0,EDUCATION,C,5000,15.23,1,0.11,N,2,Medium,11.36
23,50000,RENT,7.0,EDUCATION,B,5000,10.59,0,0.1,N,2,Medium,10.0
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.49,0,0.1,N,2,Medium,10.0
24,55000,RENT,6.0,DEBTCONSOLIDATION,C,9000,12.87,0,0.16,N,4,Medium,16.36
25,43500,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9000,9.63,0,0.21,N,4,Medium,20.69
26,55000,RENT,10.0,EDUCATION,E,9000,16.7,0,0.16,N,3,Medium,16.36
23,43600,MORTGAGE,4.0,EDUCATION,A,7000,7.49,0,0.16,N,4,Medium,16.06
24,56000,RENT,6.0,PERSONAL,A,9000,7.29,0,0.16,N,2,Medium,16.07
23,56000,RENT,7.0,EDUCATION,C,9000,13.35,0,0.16,N,3,Medium,16.07
23,57000,RENT,1.0,PERSONAL,A,9000,7.14,0,0.16,N,2,Medium,15.79
23,37700,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,9.63,1,0.27,N,3,Medium,26.53
25,37700,MORTGAGE,7.0,EDUCATION,B,9000,11.58,1,0.24,N,2,Medium,23.87
26,57240,RENT,3.0,VENTURE,A,9000,7.51,0,0.16,N,3,Medium,15.72
23,57500,RENT,2.0,MEDICAL,B,9000,10.37,0,0.16,N,3,Medium,15.65
25,43800,MORTGAGE,0.0,EDUCATION,B,13000,10.38,0,0.3,N,4,Medium,29.68
23,57500,RENT,5.0,EDUCATION,A,9000,6.91,0,0.16,N,2,Medium,15.65
26,37800,MORTGAGE,10.0,HOMEIMPROVEMENT,D,7000,14.96,1,0.19,N,4,Medium,18.52
25,57996,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.83,0,0.16,N,4,Medium,15.52
24,58000,RENT,6.0,EDUCATION,A,9000,7.29,0,0.16,N,4,Medium,15.52
21,43971,MORTGAGE,5.0,PERSONAL,A,4600,5.42,0,0.1,N,4,Medium,10.46
23,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.15,N,3,Medium,15.0
22,44000,MORTGAGE,4.0,EDUCATION,B,10000,12.69,0,0.23,N,2,Medium,22.73
